duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_51s,num_compromised,root_54,num_file_creations,num_54s,num_access_files,num_outbound_cmds,is_host_51,is_guest_51,srv_count,serror_rate,srv_serror_rate,class
0,1,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0,1,5,2,196,1823,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1
0,1,5,2,277,1816,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1
0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
0,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
0,1,5,2,294,6442,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,1
0,1,5,2,300,440,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1
0,2,12,2,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0,0,0
0,3,1,2,54,51,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0,0,1
805,1,5,6,76944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
0,1,6,2,720,281,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
0,1,5,2,301,19794,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1
0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0
0,1,13,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,1,5,2,209,12894,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1
8,1,7,2,220,688,0,0,0,4,0,0,0,4,0,0,0,0,0,1,0,0,0
0,3,14,2,43,71,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,1
0,1,2,2,88382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1
0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0
0,1,5,2,277,4968,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1
0,1,5,2,321,2715,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.03,0.05,1
0,1,5,2,335,3228,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,1
0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
0,1,5,2,234,3236,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1
0,1,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0
0,1,5,2,54540,8314,0,0,0,2,0,1,0,0,0,0,0,0,0,24,0,0,0
0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0.33,0
0,3,1,2,46,45,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,1
0,1,5,2,318,488,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1
0,1,5,2,256,4926,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,1
0,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
282,1,7,2,160,599,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,5,2,229,509,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
0,3,1,2,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
7428,1,4,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,5,2,282,396,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1
4,1,9,2,28,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
280,1,2,2,283618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,1,5,2,233,2239,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
0,1,5,2,257,8712,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1
0,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.15,0,0
0,1,5,2,214,645,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,1
0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0,1,5,2,203,651,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
0,1,6,2,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
0,1,5,2,307,484,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
0,1,5,2,320,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,1
0,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,1,5,2,215,430,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,5,2,358,3691,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1
8092,1,4,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,5,2,270,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
0,1,5,2,337,283,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.01,0,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
0,2,12,2,1480,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,5,2,219,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
0,1,5,2,258,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,1
0,1,5,2,324,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1
0,1,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
0,1,9,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
0,1,5,2,236,10503,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
0,1,2,2,1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,5,2,327,910,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1
0,1,5,2,303,2789,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
0,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,1,9,2,28,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,6,2,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,5,2,282,4532,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1
0,3,14,2,44,113,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1
0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0,1,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
0,1,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,7,2,26,157,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1,1,6,2,995,330,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
31,1,4,2,197,1608,0,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0
0,1,5,2,197,1830,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
0,1,5,2,230,843,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1
0,1,5,2,161,14086,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
8080,1,4,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8124,1,4,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,5,2,224,278,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1
0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,0
0,1,5,2,321,372,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1
0,2,12,2,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0
0,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
0,3,1,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
0,1,5,2,303,289,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1
0,2,12,2,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0,0,0
0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
0,1,20,2,8,447,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
0,3,14,2,43,78,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,1
0,1,4,2,124,174,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.03,0,0
0,1,5,2,257,633,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
0,3,14,2,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1
0,3,14,2,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1
0,1,5,2,219,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,1
0,1,4,8,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0,1,5,2,260,4027,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1
7554,1,4,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,5,2,357,247,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
0,3,1,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,13,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,1,5,2,218,287,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1
0,1,5,2,290,2267,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1
0,3,14,2,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
2079,1,5,6,72564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
0,2,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0.11,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
0,1,5,2,244,8745,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
7466,1,4,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,4,3,124,188,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0
0,2,12,2,1480,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1,1,6,2,2599,293,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,1,5,2,226,651,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
8169,1,4,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
0,1,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0
0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,1,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,0
0,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,0,0
0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
282,1,7,2,162,601,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0
0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0
281,1,7,2,158,595,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,5,2,313,8558,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1
0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0
7526,1,4,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,5,2,285,26746,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
2079,1,5,6,69644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
0,1,5,2,293,771,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,0,0
0,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0
0,1,4,2,121,174,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,6,2,4030,332,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1
0,2,12,2,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0
0,3,14,2,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,1
0,1,5,2,274,11522,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
0,1,5,2,205,398,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1
0,3,14,2,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,1
4,1,9,2,26,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
0,3,14,2,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
0,1,5,2,389,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1
7510,1,4,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
0,1,6,2,22568,337,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
0,1,5,2,321,3413,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1
0,3,14,2,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
27,1,7,2,360,1172,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0,1
0,1,7,2,26,157,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
0,3,1,2,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
0,1,5,2,217,668,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1
0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1,1,0
0,1,5,2,197,6356,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1
0,1,5,2,280,303,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
0,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09,0,0
0,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
0,1,4,8,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0,1,5,2,353,1203,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
0,1,5,2,245,351,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1
2069,1,5,6,72564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
0,1,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,5,2,326,3942,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,1
0,1,5,2,276,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
0,3,1,2,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,2,12,2,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0
0,1,5,2,283,3160,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,1
0,3,14,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
0,1,5,2,227,1699,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1
0,3,1,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,1,5,2,211,14210,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1
0,1,5,2,230,327,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1
0,3,1,2,53,50,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,1,5,2,258,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1
0,1,5,2,54540,8314,0,0,0,2,0,1,0,0,0,0,0,0,0,6,0,0,0
0,1,5,2,276,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,1
0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0
0,3,14,2,44,71,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,1
0,1,5,2,234,773,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,1
0,3,1,2,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0,0,1
0,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,1,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,5,2,306,55311,0,0,0,1,0,0,1,0,0,0,0,0,0,9,0,0,1
0,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
0,2,12,2,1480,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.26,0.26,0
0,3,1,2,53,50,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0,0,1
902,1,5,6,57964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.02,0.02,0
0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.5,0
1,1,6,2,1376,343,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
0,3,14,2,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,1
0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.79,0.79,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0
0,1,5,2,175,1724,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1
282,1,7,2,164,599,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
0,1,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
0,1,5,2,342,665,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1
1,1,6,2,1500,332,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
0,1,6,2,1710,366,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
4,1,9,2,28,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,5,2,140,4267,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0
0,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0
0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.33,0
0,1,5,2,245,4461,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1
281,1,7,2,164,599,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,5,2,235,12823,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
0,1,5,2,353,4627,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1
0,1,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,5,2,265,3528,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0
0,1,7,2,26,157,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,3,14,2,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
0,1,5,2,328,2404,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1
0,2,3,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
0,1,5,2,347,521,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0
0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
0,3,1,2,52,55,0,0,0,0,0,0,0,0,0,0,0,0,0,508,0,0,1
0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0.12,0
0,1,5,2,268,16193,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
0,3,1,2,46,51,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1
280,1,2,2,283618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0
0,1,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0
0,1,5,2,205,655,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,1
282,1,7,2,158,595,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,1,5,2,238,780,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1
0,1,4,8,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0,1,5,2,256,22095,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1
0,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,9,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,5,2,245,3258,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,1
0,1,5,2,362,677,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1
